list,number,title,videoId,viewCount,status,youtubeTitle,channel,url,error
"都會詩歌","HYMN-125","奇妙十架","WoGLg1ufBrM","22378","kept","奇妙十架 (國語) Hymn: When I Survey The Wondrous Cross","潘敏珊, 天天頌揚","https://www.youtube.com/watch?v=WoGLg1ufBrM",""
"都會詩歌","HYMN-126","奇異的愛","qaTmtc-g0DA","3941","kept","【奇異的愛】And Can It Be That I Should Gain│詞：Charles Wesley│曲：Thomas Campbell│鋼琴：Julie Ann Kitchen","Teresa古今詩歌Hymns♬","https://www.youtube.com/watch?v=qaTmtc-g0DA",""
"都會詩歌","HYMN-127","寶貝聖靈","nDltRKeqT60","263769","kept","寶貝聖靈  (Official Lyric MV) // Worship Nations // 玻璃海樂團","WN X 玻璃海樂團 X PHOTIC","https://www.youtube.com/watch?v=nDltRKeqT60",""
"都會詩歌","HYMN-128","尋求神的臉","Vm0AvpyoLq0","58306","kept","尋求神的臉12fc final","frankie choi 蔡賜輝","https://www.youtube.com/watch?v=Vm0AvpyoLq0",""
"都會詩歌","HYMN-129","復興聖潔","K3ibf2AjR3U","897288","kept","【復興聖潔 Revive Holiness】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (7)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=K3ibf2AjR3U",""
"都會詩歌","HYMN-130","恩典太美麗","JlTb0Sf7xUg","1763133","kept","恩典太美麗 // 團契遊樂園 // Lyric MV HD #粵語詩歌 #大使命","cantonworship","https://www.youtube.com/watch?v=JlTb0Sf7xUg",""
"都會詩歌","HYMN-131","慈悲仁愛上帝","59w6SXTrTyQ","9069","kept","慈悲仁愛上帝 Kind and Merciful God - 第六屆聖詩頌唱會「聖父」","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=59w6SXTrTyQ",""
"都會詩歌","HYMN-132","我需要有祢在我生命中","u_R17ihiM44","975779","kept","我需要有祢在我生命中 - 有情天","Rick詩歌庫","https://www.youtube.com/watch?v=u_R17ihiM44",""
"都會詩歌","HYMN-133","罪人朋友","eOb7zMsA-7o","1983","removed-under-threshold","PCT 2009 聖詩合唱 584 至聖救主，罪人朋友","見福羅","https://www.youtube.com/watch?v=eOb7zMsA-7o",""
"都會詩歌","HYMN-134","耶和華要保護你","vij9KnhNDpo","842886","kept","同心圓 |《耶和華要保護你》TWS 敬拜者使團 (詩一二一)","同心圓敬拜福音平台 One Circle","https://www.youtube.com/watch?v=vij9KnhNDpo",""
"都會詩歌","HYMN-135","選擇上主祝福","sDUBnxyvCdw","394","removed-under-threshold","選擇上主祝福  普天頌讚新修訂版 第724首  霍顯煒  申命記 30：15-20","Penelope Chan","https://www.youtube.com/watch?v=sDUBnxyvCdw",""
"都會詩歌","HYMN-136","My God","lzRW_HgT9G8","255381","kept","【主我神나의 하나님 / My Lord, My God】 | 박우정 | Live Worship - 璽恩 SiEnVanessa","Joshua Band 約書亞樂團","https://www.youtube.com/watch?v=lzRW_HgT9G8",""
"都會詩歌","HYMN-137","My King","l8E2xNp_GCk","8263","kept","My King - New Creation Worship","Y H V H","https://www.youtube.com/watch?v=l8E2xNp_GCk",""
"都會詩歌","HYMN-138","做個天父的小精兵","mMWttLRJgaE","22144","kept","《做個天父的小精兵》- 祈禱仔兒童敬拜系列 基恩敬拜AGWMM","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=mMWttLRJgaE",""
"都會詩歌","HYMN-139","十架七言","ahz3WNruOjE","77049","kept","『 十架七言 』 團契遊樂園3 薪火永傳（基督教詩歌）","m2kmusic","https://www.youtube.com/watch?v=ahz3WNruOjE",""
"都會詩歌","HYMN-140","十架的愛","dfVQ2nbrPnM","9079684","kept","【十架的愛 Great Is Your Love】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (17)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=dfVQ2nbrPnM",""
"都會詩歌","HYMN-141","在至高之處","azxcXb-7TfA","661910","kept","【在至高之處 In the Highest】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (21)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=azxcXb-7TfA",""
"都會詩歌","HYMN-142","基督是主","HMIRMam_CqY","60145","kept","基督是主詩歌   若","Y H","https://www.youtube.com/watch?v=HMIRMam_CqY",""
"都會詩歌","HYMN-143","奉獻甚麼","6xMj-UwlJiM","4384","kept","奉獻甚麼","SYUCFC","https://www.youtube.com/watch?v=6xMj-UwlJiM",""
"都會詩歌","HYMN-144","最美好盡力愛祢","Rc78LOgNt5M","357719","kept","同心圓 |《最美好...盡力愛祢》TWS 敬拜者使團「獻給祢」Live (可十二)","同心圓敬拜福音平台 One Circle","https://www.youtube.com/watch?v=Rc78LOgNt5M",""
"都會詩歌","HYMN-145","榮耀神羔羊","bdTgrrXQW94","143679","kept","榮耀神羔羊 - KUA Worship","馮麗娟","https://www.youtube.com/watch?v=bdTgrrXQW94",""
"都會詩歌","HYMN-146","樂歌榮神","edBrAMpsOFg","431","removed-under-threshold","樂歌榮神   普天頌讚新修訂版 第93首  譚靜芝","Penelope Chan","https://www.youtube.com/watch?v=edBrAMpsOFg",""
"都會詩歌","HYMN-147","歌頌父神偉大權能","2thztf2dXRo","2139","removed-under-threshold","歌頌父神偉大權能","Teresa","https://www.youtube.com/watch?v=2thztf2dXRo",""
"都會詩歌","HYMN-148","上帝請差遣我","rW1mbFso9TQ","52","removed-under-threshold","榮美耶穌/讚美三一上帝/請差遣我 - 240524晚堂敬拜","TTV酸先生","https://www.youtube.com/watch?v=rW1mbFso9TQ",""
"都會詩歌","HYMN-149","奮起之歌","xnhuZgkWx4M","57","removed-under-threshold","奮起之歌","gato chen","https://www.youtube.com/watch?v=xnhuZgkWx4M",""
"都會詩歌","HYMN-150","愛主更深","1KxgjgqxD_M","33936","kept","愛主更深","Bee-Chung Chen","https://www.youtube.com/watch?v=1KxgjgqxD_M",""
"都會詩歌","HYMN-151","懇求降臨","doRkvw4gUKY","405","removed-under-threshold","高雄正義教會 聖歌隊 「永望耶穌懇求降臨」","Jennifer Ou","https://www.youtube.com/watch?v=doRkvw4gUKY",""
"都會詩歌","HYMN-152","我們渴望的耶穌","pOrOdTWqhh4","9575","kept","【我們渴望的耶穌】Come, Thou Long-Expected Jesus (粵語 聖詩) Cantonese Hymn","聖詩共享 HymnShare","https://www.youtube.com/watch?v=pOrOdTWqhh4",""
"都會詩歌","HYMN-153","我全然獻上","zPw4JLB_AJ4","1351665","kept","【我全然獻上 This Is My Offering】現場敬拜MV (Worship MV) - 讚美之泉敬拜讚美 (28)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=zPw4JLB_AJ4",""
"都會詩歌","HYMN-154","我心靈得安寧","XC8OsGnoisg","187844","kept","【我心靈得安寧／내 영혼 평안해 】李聖雅 ASHLEY｜ONE ACCORD","KUA GLOBAL 跨越","https://www.youtube.com/watch?v=XC8OsGnoisg",""
"都會詩歌","HYMN-155","我曾捨命為你","ZbLm4LZ7Nxc","15080","kept","我曾捨命為你 I Gave My Life for Thee｜生命聖詩126（國語）","傳統聖詩 Traditional Hymns","https://www.youtube.com/watch?v=ZbLm4LZ7Nxc",""
"都會詩歌","HYMN-156","我的千古保障","ioXkZuWQ0Ms","3598","kept","頌恩旋律【我的千古保障】歌詞版 MV","Tsz-Lam Mak","https://www.youtube.com/watch?v=ioXkZuWQ0Ms",""
"都會詩歌","HYMN-157","我的生命獻給祢","x5elrTM-t6k","4126149","kept","【我的生命獻給祢 I Will Offer You My Life】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (26)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=x5elrTM-t6k",""
"都會詩歌","HYMN-158","我要一心稱謝祢","Ai5QugWvJwg","473677","kept","【讚美之泉 feat. 柳子駿牧師】我要一心稱謝祢｜ 讚美之泉","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=Ai5QugWvJwg",""
"都會詩歌","HYMN-159","我要忠誠","LPjtd7aHF2o","3842","kept","我要忠誠 基督是主詩歌(第三集)","Y H","https://www.youtube.com/watch?v=LPjtd7aHF2o",""
"都會詩歌","HYMN-160","我靈頌讚天上君王","XsR3B-OAODg","1638","removed-under-threshold","【詩•情•説】我靈頌讚天上君王 Praise, My Soul, the King of Heaven","旺角浸信會","https://www.youtube.com/watch?v=XsR3B-OAODg",""
"都會詩歌","HYMN-161","我願像祢","whkfCmX0MSg","9279","kept","主我願像祢 O To Be Like Thee - Thomas O. Chisholm / 分享聖樂團 [ 動態歌詞 ]  @roni-songbook","Roni Songbook","https://www.youtube.com/watch?v=whkfCmX0MSg",""
"都會詩歌","HYMN-162","救贖的恩典","WxrAYIaLQOk","1964185","kept","【救贖的恩典 The Grace of Redemption】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (17)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=WxrAYIaLQOk",""
"都會詩歌","HYMN-163","新耶路撒冷","PO0-QmW54kI","1479884","kept","【新耶路撒冷 New Jerusalem】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (17)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=PO0-QmW54kI",""
"都會詩歌","HYMN-164","是為了我罪","Mt7CHPlMtqw","123078","kept","【是為了我罪】""齊唱短歌4"" Official Lyric Video - 官方完整版","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=Mt7CHPlMtqw",""
"都會詩歌","HYMN-165","普世歡騰","1UKYcSzroio","760684","kept","【普世歡騰組曲】天韻合唱團 Official MV","天韻合唱團 Heavenly Melody","https://www.youtube.com/watch?v=1UKYcSzroio",""
"都會詩歌","HYMN-166","最大的福分","bqKLaKS-C9I","344767","kept","【最大的福分 The Blessing】現場敬拜MV (Live Worship MV) - 讚美之泉敬拜讚美 (26)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=bqKLaKS-C9I",""
"都會詩歌","HYMN-167","有福的國","tEe5su-O25Q","98402","kept","【有福的國 】天韻合唱團 Official MV","天韻合唱團 Heavenly Melody","https://www.youtube.com/watch?v=tEe5su-O25Q",""
"都會詩歌","HYMN-168","榮耀歸於真神","Hd5CF76Qe1Q","148326","kept","榮耀歸於真神 To God Be the Glory","Grace Music","https://www.youtube.com/watch?v=Hd5CF76Qe1Q",""
"都會詩歌","HYMN-169","永恆聖光","SkC6-UDbH1A","372","removed-under-threshold","上主, 永恆聖光  普天頌讚新修訂版 第197首  蔡張敬玲","Penelope Chan","https://www.youtube.com/watch?v=SkC6-UDbH1A",""
"都會詩歌","HYMN-170","永約的神","JcK3DnrXF0o","19362","kept","【永約的神】HKACM Official Music Video","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=JcK3DnrXF0o",""
"都會詩歌","HYMN-171","求主給這世代看見異象","7CSnTSZKIh8","148466","kept","求主給這世代看見異象","Milk&honey Worship - Topic","https://www.youtube.com/watch?v=7CSnTSZKIh8",""
"都會詩歌","HYMN-172","無言的讚頌","5gyQFFRFEiA","197501","kept","2020 新編 ｜無言的讚頌(遍地充滿) official lyrics Video","WAM Worship 沙田浸信會崇拜及聖樂事工","https://www.youtube.com/watch?v=5gyQFFRFEiA",""
"都會詩歌","HYMN-173","獻上今天","ZW6SM5K1MhQ","112826","kept","獻上今天 - 蘇如紅 (文化中心管弦樂Live)","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=ZW6SM5K1MhQ",""
"都會詩歌","HYMN-174","獻給我天上的主","0rh6R51MRls","985489","kept","同心圓 |《獻給我天上的主》TWS 敬拜者使團 (同心唱系列 | 歌詞領唱版)","同心圓敬拜福音平台 One Circle","https://www.youtube.com/watch?v=0rh6R51MRls",""
"都會詩歌","HYMN-175","當讚美聖父","amOj84e3URw","26516","kept","當讚美聖父 Praise Ye the Father - 十周年聖詩頌唱會「頌」","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=amOj84e3URw",""
"都會詩歌","HYMN-176","偉大永生神","I6QjlvXLYpQ","124","removed-under-threshold","【聖詩薈萃】偉大永生神(粵) - 普天頌讚新修訂本542首","香港聖樂促進會","https://www.youtube.com/watch?v=I6QjlvXLYpQ",""
"都會詩歌","HYMN-177","全為祢傾倒","rxE4p6Fqcx0","15011","kept","【全為祢傾倒】[全然為你]粵語版","RainbowPromise","https://www.youtube.com/watch?v=rxE4p6Fqcx0",""
"都會詩歌","HYMN-178","全能右手","mRyGXSC5QPo","260","removed-under-threshold","全能右手歌  普天頌讚 第571首  黃永熙","Penelope Chan","https://www.youtube.com/watch?v=mRyGXSC5QPo",""
"都會詩歌","HYMN-179","再次將我更新","6o262bSdFAg","2569718","kept","【中英字幕】再次將我更新 | A調 | 小羊詩歌《再次將我更新》專輯","小羊詩歌","https://www.youtube.com/watch?v=6o262bSdFAg",""
"都會詩歌","HYMN-180","向耶穌祈求","vferiN3Jcm8","78255","kept","向耶穌祈求﹣齊唱兒歌DVD (官方動作版)","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=vferiN3Jcm8",""
"都會詩歌","HYMN-181","如鹿切慕溪水","NHwHhEWEG_0","820669","kept","如鹿切慕溪水 As The Deer","開路者視頻 Kairos Media","https://www.youtube.com/watch?v=NHwHhEWEG_0",""
"都會詩歌","HYMN-182","尋求祢面","6pKyphrDclA","78442","kept","〈尋求祢面〉【建道神學院新祢呈敬拜隊詩歌創作】","建道神學院新祢呈敬拜隊","https://www.youtube.com/watch?v=6pKyphrDclA",""
"都會詩歌","HYMN-183","對我說話","7NhRgi_Bccc","155055","kept","【對我說話-字幕版MV】天韻合唱團Official MV","天韻合唱團 Heavenly Melody","https://www.youtube.com/watch?v=7NhRgi_Bccc",""
"都會詩歌","HYMN-184","憑信跨過","a9E7ZHvQNmE","17728","kept","憑信跨過 | 鹹蛋音樂事工 SEMM | 歌詞MV","More of Jesus Worship (更多有耶穌的敬拜)","https://www.youtube.com/watch?v=a9E7ZHvQNmE",""
"都會詩歌","HYMN-185","我們來到主面前","msVlVp52qsw","29271","kept","讚之歌_我們來到主面前","Jennifer Poon","https://www.youtube.com/watch?v=msVlVp52qsw",""
"都會詩歌","HYMN-186","我們呼求","CigLPfxQ7Sc","12398725","kept","【我們呼求 We Cry Out】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (12A)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=CigLPfxQ7Sc",""
"都會詩歌","HYMN-187","我們愛因為神先愛","szBB3WqM9x4","606706","kept","《我們愛因為神先愛》We love because God first loved us - 基恩敬拜AGWMM official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=szBB3WqM9x4",""
"都會詩歌","HYMN-188","永恆國度","r-ZgxbHyenA","84995","kept","【永恆國度】全是祢的 - 齊唱敬拜讚美(11) ACM Official Lyric Video","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=r-ZgxbHyenA",""
"都會詩歌","HYMN-189","求聖靈光照","vx7YbwU8Mqo","2018","removed-under-threshold","求聖靈光照","Heaven","https://www.youtube.com/watch?v=vx7YbwU8Mqo",""
"都會詩歌","HYMN-190","泰理士卡農 The Tallis Canon","DnUbfPZBGKc","85","removed-under-threshold","泰理士卡農 The Tallis Canon (曲詞：Thomas Tallis Arr. by Douglas E. Wagner；中文歌詞：高蔡慧君)","manfung li","https://www.youtube.com/watch?v=DnUbfPZBGKc",""
"都會詩歌","HYMN-191","活祭獻呈","V6dcQOuUsAA","1118","removed-under-threshold","活祭獻呈","HK詩歌2021","https://www.youtube.com/watch?v=V6dcQOuUsAA",""
"都會詩歌","HYMN-192","深恩厚愛","ySMMe-FbERI","58730","kept","主深恩厚愛 Goodness of God | 粵語歌詞影片 Cantonese Lyric Video | 粵語原聲敬拜 Living Room Session","YWAM Gateway Worship","https://www.youtube.com/watch?v=ySMMe-FbERI",""
"都會詩歌","HYMN-193","燃亮這生光采","5wbM2sGbwaU","78","removed-under-threshold","燃亮這生光采","HKACM - Topic","https://www.youtube.com/watch?v=5wbM2sGbwaU",""
"都會詩歌","HYMN-194","耶和華是我的牧者","hA9ulk2JVjU","104017","kept","11 耶和華是我的牧者","水流之音聖樂團SOLSO","https://www.youtube.com/watch?v=hA9ulk2JVjU",""
"都會詩歌","HYMN-195","自耶穌來住在我心","6AvjcXHPQpo","78894","kept","KUA MUSIC 【自耶穌來住在我心 / Since Jesus Came Into My Heart】蔡佳靈","KUA GLOBAL 跨越","https://www.youtube.com/watch?v=6AvjcXHPQpo",""
"都會詩歌","HYMN-196","若非耶和華","o30mL1Ojbcs","14492","kept","若非耶和華","Tracey Chui","https://www.youtube.com/watch?v=o30mL1Ojbcs",""
"都會詩歌","HYMN-197","請堅固我","s0h93HvF3aY","924040","kept","《請堅固我》Lord Please Strengthen Me 基恩敬拜 AGWMM Official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=s0h93HvF3aY",""
"都會詩歌","HYMN-198","讓我讚美祢","f-PySFUv5Uw","56","removed-under-threshold","讓我讚美祢創造主     曲詞：魏天威","ngaitinwai","https://www.youtube.com/watch?v=f-PySFUv5Uw",""
"都會詩歌","HYMN-199","讓讚美飛揚","LAokJhXevr8","793088","kept","【讓讚美飛揚  Let Praise Arise 古典版】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=LAokJhXevr8",""
"都會詩歌","HYMN-200","讚美主名","2WQ1w7YFBFk","9659","kept","ECCSKC Choir 讚美主名","wamax1000","https://www.youtube.com/watch?v=2WQ1w7YFBFk",""
"都會詩歌","HYMN-201","生命活水充滿我","dD3-QDAOnMg","6836373","kept","【生命活水充滿我 Living Water】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (12A)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=dD3-QDAOnMg",""
"都會詩歌","HYMN-202","當轉眼仰望耶穌","ByzWCbDQzQQ","292093","kept","史茵茵 - 當轉眼仰望耶穌","GOOD TV DAILY","https://www.youtube.com/watch?v=ByzWCbDQzQQ",""
"都會詩歌","HYMN-203","盡心盡性讚美祂","TAhJpJZr7ns","72861","kept","盡心盡性讚美祂（粵語詩歌）","讚美的時刻","https://www.youtube.com/watch?v=TAhJpJZr7ns",""
"都會詩歌","HYMN-204","祂救了我","gwcyVNjOLAo","4940","kept","青年新歌_祂救了我","Jennifer Poon","https://www.youtube.com/watch?v=gwcyVNjOLAo",""
"都會詩歌","HYMN-205","神祢名尊貴","UQfAOwKTfmA","8147","kept","神祢名尊貴｜2023年復活期詩歌分享","如此我信後製音樂事工 | The HOPE Music Ministry","https://www.youtube.com/watch?v=UQfAOwKTfmA",""
"都會詩歌","HYMN-206","神臨在的器皿","hsErxZyNDsw","54","removed-under-threshold","神臨在的器皿","Church Pianist Training Centre - Topic","https://www.youtube.com/watch?v=hsErxZyNDsw",""
"都會詩歌","HYMN-207","神配得尊稱","_jGNzLo2TMQ","1681","removed-under-threshold","神配得尊稱︱You Are Worthy︱詩班獻詩︱澳門白鴿巢浸信會","澳門白鴿巢浸信會 Macau Pak Kap Chao Baptist Church","https://www.youtube.com/watch?v=_jGNzLo2TMQ",""
"都會詩歌","HYMN-208","祢是恆久不變","LejjkpWT7zA","7219","kept","『祢是恆久不變』 團契遊樂園10 耶穌，我深愛你（基督教詩歌）","m2kmusic","https://www.youtube.com/watch?v=LejjkpWT7zA",""
"都會詩歌","HYMN-209","祢的慈愛","CtEmco5_7Ys","167002","kept","【祢的慈愛 Unfailing Love】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (11J)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=CtEmco5_7Ys",""
"都會詩歌","HYMN-210","稱頌主為王","re3ouJU6sjA","3298","kept","台北信友堂主日崇拜獻詩-禧爾詩班(稱頌主為王！)2016.11.27","中華基督教長老會台北信友堂","https://www.youtube.com/watch?v=re3ouJU6sjA",""
"都會詩歌","HYMN-211","立志擺上","WLtqi4s29LQ","5948498","kept","〈立志擺上〉建道神學院新祢呈敬拜隊 官方歌詞版MV (曲詞:DJS 編曲:古丹青)","建道神學院新祢呈敬拜隊","https://www.youtube.com/watch?v=WLtqi4s29LQ",""
"都會詩歌","HYMN-212","義人的路","tjxFw28Lp5E","134708","kept","天韻詩歌_義人的路","Jennifer Poon","https://www.youtube.com/watch?v=tjxFw28Lp5E",""
"都會詩歌","HYMN-213","耶和華祢是我的神","y3QzV2WE-qw","8393596","kept","【耶和華祢是我的神 Jehovah, You Are My God】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (5)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=y3QzV2WE-qw",""
"都會詩歌","HYMN-214","耶穌愛你","OSjjpGHiozM","1085047","kept","【耶穌愛你 Jesus Loves You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (5)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=OSjjpGHiozM",""
"都會詩歌","HYMN-215","聖潔的祢","RGbw2Nxh5dk","40973","kept","【聖潔的祢】HKACM Official Music Video","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=RGbw2Nxh5dk",""
"都會詩歌","HYMN-216","聽命勝於獻祭","uO1wRrH-ZiQ","116853","kept","《聽命勝於獻祭》Demo｜Matthew Lee","Matthew Lee","https://www.youtube.com/watch?v=uO1wRrH-ZiQ",""
"都會詩歌","HYMN-217","與主合一","9DBrF7iidaU","30556","kept","與主合一(聖餐)","Rev Tommy Tam","https://www.youtube.com/watch?v=9DBrF7iidaU",""
"都會詩歌","HYMN-218","興起為耶穌","-WJ0r95w6O4","19081","kept","377 興起為耶穌","多伦多基督福音堂","https://www.youtube.com/watch?v=-WJ0r95w6O4",""
"都會詩歌","HYMN-219","萬有都歸祢","SOXdBgXWw4M","541373","kept","同心圓 |《萬有都歸祢》TWS 敬拜者使團 (同心唱系列 | 歌詞領唱版)","同心圓敬拜福音平台 One Circle","https://www.youtube.com/watch?v=SOXdBgXWw4M",""
"都會詩歌","HYMN-220","萬物的結局近了","9b4BNQLj06A","188187","kept","萬物的結局近了","dsan36","https://www.youtube.com/watch?v=9b4BNQLj06A",""
"都會詩歌","HYMN-221","萬王之王萬主之主","-NiycB70174","44389","kept","新歌頌揚79萬王之王萬主之主","Jennifer Poon","https://www.youtube.com/watch?v=-NiycB70174",""
"都會詩歌","HYMN-222","萬福源頭","Qy85IAWenIs","225436","kept","萬福源頭 Come, Thou Fount of Every Blessing","chinglianglee","https://www.youtube.com/watch?v=Qy85IAWenIs",""
"都會詩歌","HYMN-223","向基督歡呼","1ZJxgyPqzxg","345","removed-under-threshold","向基督歡呼 頌樂樂 6 All Hail King Jesus 樂譜純音樂學習版","福音未來 Project EVA","https://www.youtube.com/watch?v=1ZJxgyPqzxg",""
"都會詩歌","HYMN-224","愛伴我高飛","YaUocCvsfeQ","75875","kept","MIC (好耶音樂) //流行詩歌系列// - 01 愛伴我高飛 Official MV","MIC 好耶音樂","https://www.youtube.com/watch?v=YaUocCvsfeQ",""
"都會詩歌","HYMN-225","慈繩愛索","g0W4TYQX7NM","1095581","kept","《慈繩愛索》The Rein Of Love, The Rope Of Grace 基恩敬拜 AGWMM Official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=g0W4TYQX7NM",""
"都會詩歌","HYMN-226","慶賀主受膏為王","dt0m_1rrxgw","1345","removed-under-threshold","096 慶賀主受膏為王","Arthur Lee","https://www.youtube.com/watch?v=dt0m_1rrxgw",""
"都會詩歌","HYMN-227","我能給祢什麼","ozwcBC4Or8o","381630","kept","【我能給你什麼 What Could I Bring To You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (29)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=ozwcBC4Or8o",""
"都會詩歌","HYMN-228","我要一生一世住在袮聖殿","SMK-OFG3fH8","86470","kept","我要一生一世住在你聖殿 (LIVE Version)","WN X 玻璃海樂團 X PHOTIC","https://www.youtube.com/watch?v=SMK-OFG3fH8",""
"都會詩歌","HYMN-229","擁戴榮耀羊羔","P5aZ45ICk_U","192","removed-under-threshold","Crown him with many crowns 擁戴榮耀羊羔","Nottingham Chinese Christian Church","https://www.youtube.com/watch?v=P5aZ45ICk_U",""
"都會詩歌","HYMN-230","擁戴耶穌為王","7FdnLj7hZvM","207158","kept","擁戴耶穌為王 Crown Him with Many Crowns（生命河敬拜讚美系列 9 【神已經成就了】）小組敬拜用","生命河 ROLCC Media","https://www.youtube.com/watch?v=7FdnLj7hZvM",""
"都會詩歌","HYMN-231","新的異象","mHSSuQA3LQo","5243016","kept","【新的異象，新的方向 Give Us Vision】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (20)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=mHSSuQA3LQo",""
"都會詩歌","HYMN-232","更像我恩主","6YHdzBYqSO8","29877","kept","更像我恩主","宇宙光百人大合唱","https://www.youtube.com/watch?v=6YHdzBYqSO8",""
"都會詩歌","HYMN-233","最好的路徑","wfAmoadlCo0","749152","kept","同心圓 |《最好的路徑》 | TWS 敬拜者使團 X SeeK敬拜小羊 (林後四)","同心圓敬拜福音平台 One Circle","https://www.youtube.com/watch?v=wfAmoadlCo0",""
"都會詩歌","HYMN-234","祈求我恩主 Be Thou My Vision","rDcGb0N484Y","2210","removed-under-threshold","《祈求我恩主》（Be Thou My Vision）｜曲：John Rutter｜詞：梁孟傑｜粵語詩歌｜SKHHNCC","香港聖公會主誕堂聖樂部 HKSKHHNC Sacred Music","https://www.youtube.com/watch?v=rDcGb0N484Y",""
"都會詩歌","HYMN-235","神是我們的避難所","remr_E98swY","87609","kept","神是我們的避難所","Joseph","https://www.youtube.com/watch?v=remr_E98swY",""
"都會詩歌","HYMN-236","神聖嬰孩","V_V-DyTGUU0","2828","removed-under-threshold","神聖嬰孩 The Holy Child","Heaven","https://www.youtube.com/watch?v=V_V-DyTGUU0",""
"都會詩歌","HYMN-237","萬王之王","SlIyPb3siHM","188039","kept","【萬王之王 King of Kings】Worship cover｜旌旗音樂","旌旗音樂 Banner Music","https://www.youtube.com/watch?v=SlIyPb3siHM",""
"都會詩歌","HYMN-238","誰會差派一個嬰孩？","75ijGDyimfI","36702","kept","誰會差派一個嬰孩","主馨園","https://www.youtube.com/watch?v=75ijGDyimfI",""
"都會詩歌","HYMN-239","謝謝祢的愛","x5PC2zb_kLM","323680","kept","《謝謝祢的愛》Thank You for Your Love 基恩敬拜 AGWMM Official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=x5PC2zb_kLM",""
"都會詩歌","HYMN-240","讚嘆主恩","pIzmcYDfnTM","16228","kept","讚嘆主恩 （2015_05_24_BUCC）","Esmond Lim","https://www.youtube.com/watch?v=pIzmcYDfnTM",""
"都會詩歌","HYMN-241","表彰我主大能","vkxho-5XEUM","5846","kept","表彰我主大能 Tell Out, My Soul, the Greatest of the Lord (粵語 Cantonese)","Hymn Share","https://www.youtube.com/watch?v=vkxho-5XEUM",""
"都會詩歌","HYMN-242","親眼看見祢","r6OF36e0-f4","4037792","kept","《親眼看見祢》My eyes have seen You 詩班版  - 基恩敬拜AGWMM official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=r6OF36e0-f4",""
