sourceList,number,title,videoId,viewCount,category,language,languageConfidence,year,eraTags,eraConfidence
pop90s,POP90-670,莫忘初衷,GXCqD01A8Ak,5866162,90年代流行曲,國語,existing,,,
pop90s,POP90-671,盛夏的果實,N2d9vPacdmw,5823919,90年代流行曲,國語,existing,,,
pop90s,POP90-672,小宇,6bi587lgWhM,5789648,90年代流行曲,國語,existing,,,
pop90s,POP90-673,讓每個人都心碎,H_MWLl44a7w,5734283,90年代流行曲,國語,existing,,,
pop90s,POP90-674,七情六慾,8x-xdQMnwSc,5317221,90年代流行曲,粵語,existing,,,
pop90s,POP90-675,鴨子,d2T_Vy29fF0,5266660,90年代流行曲,國語,existing,,,
pop90s,POP90-676,返去故鄉,QvE5BQSYAPs,5220258,90年代流行曲,國語,existing,,,
pop90s,POP90-677,沒離開過,7G8SeUL6O4c,5159780,90年代流行曲,粵語,existing,,,
pop90s,POP90-678,衝動,sDSg-dL8Mds,5099703,90年代流行曲,國語,existing,,,
pop90s,POP90-679,相見太晚,rLzcwDhTKtU,5015902,90年代流行曲,國語,existing,,,
pop90s,POP90-680,孟婆湯,CkH-0dU3AJ4,4444143,90年代流行曲,粵語,existing,,,
pop90s,POP90-681,女人心事,B_zWdEFKNmQ,4379446,90年代流行曲,粵語,existing,,,
pop90s,POP90-682,那就這樣吧,vWPw5lJ80uE,4322350,90年代流行曲,粵語,existing,,,
pop90s,POP90-683,愛情的模樣,8Zr6QKytnmU,4237747,90年代流行曲,國語,existing,,,
pop90s,POP90-684,真真假假,gLm1v2YOKVw,4183335,90年代流行曲,粵語,existing,,,
pop90s,POP90-685,心有獨鍾,s5qC6x_5UuQ,4179231,90年代流行曲,粵語,existing,,,
pop90s,POP90-686,三天三夜,NFHb0OwmE-0,4136293,90年代流行曲,國語,existing,,,
pop90s,POP90-687,上上籤,hvaEs-HRnAk,4083080,90年代流行曲,國語,existing,,,
pop90s,POP90-688,海浪,FgimJ9M63Uo,4065030,90年代流行曲,國語,existing,,,
pop90s,POP90-689,你的樣子,tqolealpkXg,3962143,90年代流行曲,粵語,existing,,,
pop90s,POP90-690,跟自己合唱,iRMiHHC_kjI,3657340,90年代流行曲,國語,existing,,,
pop90s,POP90-691,氧氣,oS5740MN4t0,3643196,90年代流行曲,國語,existing,,,
pop90s,POP90-692,難唸的經,93OZm8Z2S8o,3541836,90年代流行曲,粵語,existing,,,
pop90s,POP90-693,人質,K5rjNK_De-I,3436656,90年代流行曲,國語,existing,,,
pop90s,POP90-694,如果可以再見你,B-wgofRsmSY,3424807,90年代流行曲,粵語,existing,,,
pop90s,POP90-695,愈夜愈有機,egj-Ar5VeD0,3357698,90年代流行曲,粵語,existing,,,
pop90s,POP90-696,風中的承諾,L_p7xyg2tTI,3194311,90年代流行曲,粵語,existing,,,
pop90s,POP90-697,過完冬季,gKwq1hzxYcY,3031666,90年代流行曲,粵語,existing,,,
pop90s,POP90-698,洋蔥,kS3XTd7X40A,3014694,90年代流行曲,國語,existing,,,
pop90s,POP90-699,夢醒時分,HenAli59n6A,3006816,90年代流行曲,國語,existing,,,
pop90s,POP90-700,就說給我聽,p_6BZ2Esj3I,2975386,90年代流行曲,國語,existing,,,
pop90s,POP90-701,藍天,3vCwXkvZVl8,2963526,90年代流行曲,國語,existing,,,
pop90s,POP90-702,就值得了愛,ibG92StQm-U,2952925,90年代流行曲,國語,existing,,,
pop90s,POP90-703,如煙,uzVdsZbYibQ,2944544,90年代流行曲,國語,existing,,,
pop90s,POP90-704,大國民,9Lv394CKRZE,2937769,90年代流行曲,粵語,existing,,,
pop90s,POP90-705,認識你真好,LrD6pI3-IZM,2888505,90年代流行曲,粵語,existing,,,
pop90s,POP90-706,戒斷,lPnDKOKVECI,2866302,90年代流行曲,國語,existing,,,
pop90s,POP90-707,對峙,ffV6pfErPxg,2865667,90年代流行曲,粵語,existing,,,
pop90s,POP90-708,男人的好,RhqEOPDqaOw,2851995,90年代流行曲,粵語,existing,,,
pop90s,POP90-709,追夢人,87aii3_lXX0,2846820,90年代流行曲,粵語,existing,,,
pop90s,POP90-710,最後一次,QchydtVN-xo,2833576,90年代流行曲,粵語,existing,,,
pop90s,POP90-711,心肝寶貝,cBDyHSwjyuE,2817509,90年代流行曲,粵語,existing,,,
pop90s,POP90-712,勇氣,FgVQFVhk2pY,2806263,90年代流行曲,國語,existing,,,
pop90s,POP90-713,我一個人住,VkkrsRJ-RrE,2763975,90年代流行曲,國語,existing,,,
pop90s,POP90-714,關不掉的月光,7fca-cRJJck,2740298,90年代流行曲,國語,existing,,,
pop90s,POP90-715,走慢一點點,qgCIVimyWq8,2693152,90年代流行曲,國語,existing,,,
pop90s,POP90-716,黃色月亮,9LyLjifazEs,2619266,90年代流行曲,國語,existing,,,
pop90s,POP90-717,千金難買,CCmXC3LgUGs,2614879,90年代流行曲,粵語,existing,,,
pop90s,POP90-718,信仰,QoPxzsqGodk,2585049,90年代流行曲,粵語,existing,,,
pop90s,POP90-719,鎮守愛情,888aqfkWjrA,2577027,90年代流行曲,國語,existing,,,
pop90s,POP90-720,在路上,AjaHWJl6EC8,2510786,90年代流行曲,國語,existing,,,
pop90s,POP90-721,真情人,Z7E4lFVVdz0,2507175,90年代流行曲,粵語,existing,,,
pop90s,POP90-722,千里之外,430XYwg96Nw,2504654,90年代流行曲,粵語,existing,,,
pop90s,POP90-723,消失的光陰,EC1TMq5cuDY,2499862,90年代流行曲,粵語,existing,,,
pop90s,POP90-724,少年,qFlS5U1d9pQ,2487133,90年代流行曲,國語,existing,,,
pop90s,POP90-725,周傳雄,XL1EV--sf7M,2463408,90年代流行曲,粵語,existing,,,
pop90s,POP90-726,一眼瞬間,Egrpx5g0UgI,2430705,90年代流行曲,國語,existing,,,
pop90s,POP90-727,你悄悄矇上我的眼睛,Zjhk-7n6tlI,2392835,90年代流行曲,粵語,existing,,,
pop90s,POP90-728,我期待,oEj25I81cBQ,2348467,90年代流行曲,粵語,existing,,,
pop90s,POP90-729,說不出口,mgEbV61kUKY,2288626,90年代流行曲,國語,existing,,,
pop90s,POP90-730,我沒有醉,9YJUR_ns_qg,2288383,90年代流行曲,粵語,existing,,,
pop90s,POP90-731,白月光,Q_cAU3i-JRY,2269947,90年代流行曲,粵語,existing,,,
pop90s,POP90-732,遊樂場,lv7WMpjoIGs,2250480,90年代流行曲,粵語,existing,,,
pop90s,POP90-733,很難,fJTtB8oa4VI,2182493,90年代流行曲,國語,existing,,,
pop90s,POP90-734,漂浪,ouK4gL8xUyU,2172655,90年代流行曲,國語,existing,,,
pop90s,POP90-735,鳳凰花開的路口,y9OkB1m6BYY,2133260,90年代流行曲,粵語,existing,,,
pop90s,POP90-736,这叫冷门？,ibRt2PS2IkQ,2119032,90年代流行曲,國語,existing,,,
pop90s,POP90-737,試著了解,yQIo7beRZjg,2090398,90年代流行曲,國語,existing,,,
pop90s,POP90-738,就懂了,SB--yOC2xg8,2089522,90年代流行曲,粵語,existing,,,
pop90s,POP90-739,一開始就沒退路,vVpEidGfKBo,2087821,90年代流行曲,國語,existing,,,
pop90s,POP90-740,媽媽的眼睛,6euKvexyyyM,2061508,90年代流行曲,國語,existing,,,
pop90s,POP90-741,不甘心不放手,b50aIW5_XMA,2045454,90年代流行曲,國語,existing,,,
pop90s,POP90-742,嗯嘛,q4O_PovGTzo,2024687,90年代流行曲,國語,existing,,,
pop90s,POP90-743,誰的眼淚在飛,lj_4e-YC2lg,2003113,90年代流行曲,粵語,existing,,,
pop90s,POP90-744,愛都愛了,XnR26dgVEiA,1990558,90年代流行曲,粵語,existing,,,
pop90s,POP90-745,愛一回傷一回,vjj5etlANg0,1922373,90年代流行曲,粵語,existing,,,
pop90s,POP90-746,心情車站,zlMfsqTImys,1916069,90年代流行曲,國語,existing,,,
pop90s,POP90-747,看看,Z-J7GVKYUBE,1869096,90年代流行曲,國語,existing,,,
pop90s,POP90-748,如果没有你,Bavm5rVW5_I,1852115,90年代流行曲,國語,existing,,,
pop90s,POP90-749,你的甜蜜,zGgwjBtwS4U,1827092,90年代流行曲,國語,existing,,,
pop90s,POP90-750,昨遲人,5Ss7eU-v97A,1808686,90年代流行曲,粵語,existing,,,
pop90s,POP90-751,眼淚,figbp9tfyl4,1800946,90年代流行曲,國語,existing,,,
pop90s,POP90-752,苏州河边,a7KrV__KAnk,1795301,90年代流行曲,國語,existing,,,
pop90s,POP90-753,下沙,BgmT2siQ23s,1787632,90年代流行曲,粵語,existing,,,
pop90s,POP90-754,你現在還好嗎,RAzF0Sb8_TU,1764002,90年代流行曲,國語,existing,,,
pop90s,POP90-755,我要給你,hO2iUg4m8kc,1759625,90年代流行曲,國語,existing,,,
pop90s,POP90-756,在凌晨,ZPIfEUSz-fc,1758166,90年代流行曲,國語,existing,,,
pop90s,POP90-757,相思風雨中,lUU4W1wEFRw,1752444,90年代流行曲,粵語,existing,,,
pop90s,POP90-758,暗示,FzAe9bOHEi8,1748773,90年代流行曲,粵語,existing,,,
pop90s,POP90-759,消息,UuM_bnQ5AJM,1723193,90年代流行曲,粵語,existing,,,
pop90s,POP90-760,小星星,Uq4qAPxrxDM,1716900,90年代流行曲,國語,existing,,,
pop90s,POP90-761,我到底是怕你什麼,EsckX_leksY,1631630,90年代流行曲,國語,existing,,,
pop90s,POP90-762,大女人,kAt5ZoZHRKg,1605809,90年代流行曲,粵語,existing,,,
pop90s,POP90-763,我要快樂,a-i_UJDP1dE,1601670,90年代流行曲,國語,existing,,,
pop90s,POP90-764,我家門前有大海,syLX_P06MPg,1594408,90年代流行曲,國語,existing,,,
pop90s,POP90-765,樓仔厝,8ni_lEqrLX4,1578492,90年代流行曲,國語,existing,,,
pop90s,POP90-766,樓下那個女人,wJTfKv4SAQE,1561935,90年代流行曲,粵語,existing,,,
pop90s,POP90-767,讓我一次愛個夠,XSq8nZy5caQ,1550859,90年代流行曲,國語,existing,,,
pop90s,POP90-768,就讓這首歌,hZMo-1E_z0w,1528279,90年代流行曲,國語,existing,,,
pop90s,POP90-769,不知所措,B0eDDZ43Fug,1527160,90年代流行曲,粵語,existing,,,
pop90s,POP90-770,四百龍銀,C4_uJmH9hmc,1504966,90年代流行曲,粵語,existing,,,
pop90s,POP90-771,離開我,Un0N9D4ZZew,1475210,90年代流行曲,國語,existing,,,
pop90s,POP90-772,釘子花,3MHVNxd130E,1456441,90年代流行曲,國語,existing,,,
pop90s,POP90-773,嫌棄,KfmqvBJwoCU,1456057,90年代流行曲,粵語,existing,,,
pop90s,POP90-774,我們盡力了,GPQgEIc-oh0,1455620,90年代流行曲,國語,existing,,,
pop90s,POP90-775,愛上夏天,f9DAg7bo6Lw,1433890,90年代流行曲,國語,existing,,,
pop90s,POP90-776,你的男人,f5ogUi8p4wQ,1426272,90年代流行曲,粵語,existing,,,
pop90s,POP90-777,無字的情批,tatY0dK607w,1405969,90年代流行曲,粵語,existing,,,
pop90s,POP90-778,今年夏天,EAtrgK6sQ74,1404618,90年代流行曲,粵語,existing,,,
pop90s,POP90-779,郵差,tFQHnnvLYjs,1392917,90年代流行曲,粵語,existing,,,
pop90s,POP90-780,往日情,qna0SwJtoU4,1376615,90年代流行曲,粵語,existing,,,
pop90s,POP90-781,不過少個人來愛,nh3fEFihhRU,1345950,90年代流行曲,粵語,existing,,,
pop90s,POP90-782,永遠的畫面,XMOaH_2N59I,1339316,90年代流行曲,國語,existing,,,
pop90s,POP90-783,失去,78uVsB0tucE,1325105,90年代流行曲,國語,existing,,,
pop90s,POP90-784,金榜冠軍,RacmK_MEEWY,1321318,90年代流行曲,粵語,existing,,,
pop90s,POP90-785,刻骨銘心,iM2DkI5a_FY,1284019,90年代流行曲,粵語,existing,,,
pop90s,POP90-786,快闪,yua34u-aF1M,1278228,90年代流行曲,國語,existing,,,
pop90s,POP90-787,繾綣星光下,8xNCZll9EFE,1263555,90年代流行曲,粵語,existing,,,
pop90s,POP90-788,想你啦,lSWX9f68FPo,1259486,90年代流行曲,粵語,existing,,,
pop90s,POP90-789,言不由衷,ER0tx2jrho8,1251812,90年代流行曲,粵語,existing,,,
pop90s,POP90-790,愛情鋼索,Gaui6Y0gbzg,1242653,90年代流行曲,國語,existing,,,
pop90s,POP90-791,是你是你是你,9lSYb0dbRCk,1241479,90年代流行曲,粵語,existing,,,
pop90s,POP90-792,我忘了我已老去,SYtf553WocU,1210135,90年代流行曲,粵語,existing,,,
pop90s,POP90-793,三月小雨,oACnaCYaFpE,1172043,90年代流行曲,國語,existing,,,
pop90s,POP90-794,一起衝一起闖,k3XuxXuUONs,1152972,90年代流行曲,粵語,existing,,,
pop90s,POP90-795,就是喜歡你,0GRuxwFHzuI,1149708,90年代流行曲,國語,existing,,,
pop90s,POP90-796,還是朋友,D_sOjmhClBI,1149599,90年代流行曲,粵語,existing,,,
pop90s,POP90-797,長大後的事,AY1XWrFQOtA,1138327,90年代流行曲,粵語,existing,,,
pop90s,POP90-798,是愛,mgmwJMiWzsQ,1133225,90年代流行曲,粵語,existing,,,
pop90s,POP90-799,還剩下什麼,1JMFo_vPaKE,1131207,90年代流行曲,國語,existing,,,
pop90s,POP90-800,願賭服輸,xeU_kh8n8pU,1124561,90年代流行曲,粵語,existing,,,
pop90s,POP90-801,點亮,stRXc8LTXJw,1124303,90年代流行曲,粵語,existing,,,
pop90s,POP90-802,給我感覺,Dxp7Zj3LEvU,1096549,90年代流行曲,國語,existing,,,
pop90s,POP90-803,如風,1kX8iPC8Yvs,1085447,90年代流行曲,粵語,existing,,,
pop90s,POP90-804,地球很危險,AF8FlXv_J9I,1082461,90年代流行曲,粵語,existing,,,
pop90s,POP90-805,誰願放手,cTIWnwgz5F8,1075244,90年代流行曲,粵語,existing,,,
pop90s,POP90-806,我的未来不是梦,0XD-6oNgT4w,1071737,90年代流行曲,國語,existing,,,
pop90s,POP90-807,讓我取暖,TZohgYDoGB8,1052886,90年代流行曲,國語,existing,,,
pop90s,POP90-808,想你的365天,k9Aev9KAiSQ,1007221,90年代流行曲,粵語,existing,,,
pop90s,POP90-809,主唱,p6XBpAs49aU,1004663,90年代流行曲,粵語,existing,,,
pop90s,POP90-810,帶我去月球,j0BXZvcI5IQ,982979,90年代流行曲,粵語,existing,,,
pop90s,POP90-811,聽你聽我,L8DyqVFH6Bo,979385,90年代流行曲,國語,existing,,,
pop90s,POP90-812,回心轉意,FG2Wx-UjBFw,978578,90年代流行曲,粵語,existing,,,
pop90s,POP90-813,認輸,mTmdrMDlWMs,973372,90年代流行曲,國語,existing,,,
pop90s,POP90-814,其實你心裡有沒有我,2zV18A-XL18,960366,90年代流行曲,粵語,existing,,,
pop90s,POP90-815,护花使者,ZEeEg8V9Vp8,950419,90年代流行曲,粵語,existing,,,
pop90s,POP90-816,時間之光,P9hvNYGeQbk,946175,90年代流行曲,粵語,existing,,,
pop90s,POP90-817,薩拉熱窩的羅密歐與茱麗葉,f6-G12LKXRw,940355,90年代流行曲,粵語,existing,,,
pop90s,POP90-818,心照,XTyJnJ1CV80,928438,90年代流行曲,粵語,existing,,,
pop90s,POP90-819,無聲,a7UlkC5kKjE,920577,90年代流行曲,粵語,existing,,,
pop90s,POP90-820,兩位一體,ccJU0_lRBQA,913552,90年代流行曲,粵語,existing,,,
pop90s,POP90-821,中職明星賽現場演唱,qjPEeBNnXfQ,905593,90年代流行曲,粵語,existing,,,
pop90s,POP90-822,不要說謊,RDgx4VEANBs,903831,90年代流行曲,粵語,existing,,,
pop90s,POP90-823,等愛降落,f2wiVabzsN8,899500,90年代流行曲,粵語,existing,,,
pop90s,POP90-824,想念你,t8To59TS24s,898784,90年代流行曲,國語,existing,,,
pop90s,POP90-825,愛得比較深,_a097-MXzBU,888793,90年代流行曲,粵語,existing,,,
pop90s,POP90-826,責任,zM7RNs5Deg0,878036,90年代流行曲,粵語,existing,,,
pop90s,POP90-827,雙城故事,YDUto-UOaeY,877801,90年代流行曲,國語,existing,,,
pop90s,POP90-828,感情線上,VGXKmWxhXOI,875721,90年代流行曲,粵語,existing,,,
pop90s,POP90-829,愛上你給的痛,kPB_eQg3RyI,869914,90年代流行曲,國語,existing,,,
pop90s,POP90-830,當我開始偷偷地想你,r4cYExeaHGk,861377,90年代流行曲,國語,existing,,,
pop90s,POP90-831,風光明媚,M6XUyGG_hcw,857832,90年代流行曲,國語,existing,,,
pop90s,POP90-832,梅雨季,RND2XzJEBR8,835122,90年代流行曲,國語,existing,,,
pop90s,POP90-833,偷心賊,jD6mbkJxhz0,826564,90年代流行曲,國語,existing,,,
pop90s,POP90-834,假如讓我說下去,n2cB8kHA7No,821151,90年代流行曲,粵語,existing,,,
pop90s,POP90-835,神雕俠侶,_k3hrT-40D8,820155,90年代流行曲,粵語,existing,,,
pop90s,POP90-836,煙花易冷,tyJNKxsEb7M,817491,90年代流行曲,粵語,existing,,,
pop90s,POP90-837,不會哭的人,u_yvYF1fCH4,806201,90年代流行曲,國語,existing,,,
pop90s,POP90-838,明天的明天的明天,_Huu99W44HE,801226,90年代流行曲,國語,existing,,,
pop90s,POP90-839,哭了,npbV7E2cEms,799395,90年代流行曲,國語,existing,,,
pop90s,POP90-840,曲终人散,WpZvXQeBxqY,796661,90年代流行曲,國語,existing,,,
pop90s,POP90-841,午夜前的十分鐘 23,bKiuU3EpbEY,793862,90年代流行曲,國語,existing,,,
pop90s,POP90-842,報告班長,1JApULYg-Mk,792701,90年代流行曲,粵語,existing,,,
pop90s,POP90-843,靠近,LWYL23kfMVA,791790,90年代流行曲,粵語,existing,,,
pop90s,POP90-844,高明駿,I13IOJ9zAX4,786297,90年代流行曲,粵語,existing,,,
pop90s,POP90-845,紙牌屋,b2Hwltnvw8w,783071,90年代流行曲,粵語,existing,,,
pop90s,POP90-846,每一次想你,6okmwBNJ0ls,780724,90年代流行曲,粵語,existing,,,
pop90s,POP90-847,情關,tY9Ql7PJSkA,770924,90年代流行曲,國語,existing,,,
pop90s,POP90-848,天堂,A4mnkBNGuf0,760841,90年代流行曲,國語,existing,,,
pop90s,POP90-849,孩子氣,wnacmpROGtU,759423,90年代流行曲,國語,existing,,,
pop90s,POP90-850,深情相擁,4hdzEwxzuuk,755542,90年代流行曲,粵語,existing,,,
pop90s,POP90-851,快樂與哀愁,18lznk-xXgU,754691,90年代流行曲,粵語,existing,,,
pop90s,POP90-852,思念是一种病,kcmh9AfAyiM,750060,90年代流行曲,粵語,existing,,,
pop90s,POP90-853,無路用的人,i5nuDFtGFoc,740944,90年代流行曲,國語,existing,,,
pop90s,POP90-854,单身情歌,PK48xH2pNwA,740085,90年代流行曲,國語,existing,,,
pop90s,POP90-855,別怕我傷心,EGTlTEf_DxM,739988,90年代流行曲,粵語,existing,,,
pop90s,POP90-856,夢駝鈴,6RI0NaNnePc,737617,90年代流行曲,粵語,existing,,,
pop90s,POP90-857,追得過一切,zh1AKJBk3Lk,732963,90年代流行曲,國語,existing,,,
pop90s,POP90-858,十七歲的雨季,SlTytYEvp-4,727621,90年代流行曲,粵語,existing,,,
pop90s,POP90-859,長頭髮,MiiKZxcNdsg,725404,90年代流行曲,粵語,existing,,,
pop90s,POP90-860,讓愛情維持心跳,D57DbtGeNPc,723382,90年代流行曲,粵語,existing,,,
pop90s,POP90-861,情歸於盡,4R1NiZp2bVs,720574,90年代流行曲,粵語,existing,,,
pop90s,POP90-862,我們不要傷心了,IzZXredx5go,720070,90年代流行曲,國語,existing,,,
pop90s,POP90-863,诺言,tG15oz1qJu0,717471,90年代流行曲,粵語,existing,,,
pop90s,POP90-864,錯到底,JD6sSd2lozg,713295,90年代流行曲,國語,existing,,,
pop90s,POP90-865,下個雨季,JsjVKCciYSs,708197,90年代流行曲,國語,existing,,,
pop90s,POP90-866,陌生的夜,rD08wJsUA2w,692220,90年代流行曲,國語,existing,,,
pop90s,POP90-867,靠近一點,Z2LYWS_ogXI,691454,90年代流行曲,粵語,existing,,,
pop90s,POP90-868,步步,xFbzlu-E7kk,690748,90年代流行曲,國語,existing,,,
pop90s,POP90-869,美麗笨女人,SM9vWl_12GY,677531,90年代流行曲,粵語,existing,,,
pop90s,POP90-870,八公里,FuLxaAQU4FU,674129,90年代流行曲,粵語,existing,,,
pop90s,POP90-871,天之大,QfgeUw-vXIA,669610,90年代流行曲,粵語,existing,,,
pop90s,POP90-872,原來你什麼都不想要,d-0CHtJp5gM,668914,90年代流行曲,國語,existing,,,
pop90s,POP90-873,誰說我不在乎,vLTlFoqkKBM,667717,90年代流行曲,粵語,existing,,,
pop90s,POP90-874,她在睡前哭泣,lFZRvwAffmo,664577,90年代流行曲,粵語,existing,,,
pop90s,POP90-875,愛與誠,UCp73vIZ034,661946,90年代流行曲,粵語,existing,,,
pop90s,POP90-876,每一個明天,rTwjEtnNW-4,660573,90年代流行曲,粵語,existing,,,
pop90s,POP90-877,戀你,iiSRJFJDFVg,660397,90年代流行曲,粵語,existing,,,
pop90s,POP90-878,你是愛我的,O_sud3gMxUk,657888,90年代流行曲,國語,existing,,,
pop90s,POP90-879,我們的,PHFCYIgRmjA,655075,90年代流行曲,粵語,existing,,,
pop90s,POP90-880,第一千個晝夜,xMIiiBp0kG8,654738,90年代流行曲,粵語,existing,,,
pop90s,POP90-881,想念你的夜,Q3JgU8g87lg,648794,90年代流行曲,國語,existing,,,
pop90s,POP90-882,傷信,E6Ap-clynq4,644014,90年代流行曲,粵語,existing,,,
pop90s,POP90-883,天生一半,uyBKzOf7v7Q,636317,90年代流行曲,粵語,existing,,,
pop90s,POP90-884,梨山痴情花,mbSR-c4cd3g,634308,90年代流行曲,國語,existing,,,
pop90s,POP90-885,想太多,3QWU3MyAxlU,631545,90年代流行曲,國語,existing,,,
pop90s,POP90-886,替身,tP-oz76R_NQ,630087,90年代流行曲,粵語,existing,,,
pop90s,POP90-887,歡樂今宵,iFi_i7Qen0M,626330,90年代流行曲,粵語,existing,,,
pop90s,POP90-888,我想要的感覺,_ZCC2thJdgU,625813,90年代流行曲,國語,existing,,,
pop90s,POP90-889,連名帶姓,1MPVHpzEauQ,620731,90年代流行曲,國語,existing,,,
pop90s,POP90-890,愛情路口,PVHVwIT7LPk,616173,90年代流行曲,粵語,existing,,,
pop90s,POP90-891,大眼睛,S0CqaEX_K9Y,609659,90年代流行曲,粵語,existing,,,
pop90s,POP90-892,跟著感覺走,1rau1QDJ9tQ,606362,90年代流行曲,國語,existing,,,
pop90s,POP90-893,世紀末煙花,2ROheTg-0s4,603933,90年代流行曲,粵語,existing,,,
pop90s,POP90-894,我能感覺你在說謊,4AvPSFZyJqs,602444,90年代流行曲,粵語,existing,,,
pop90s,POP90-895,好糟糕的派對,ST8FR5_OMBA,594643,90年代流行曲,國語,existing,,,
pop90s,POP90-896,魔鏡,DYD0f6Mh3VA,582705,90年代流行曲,粵語,existing,,,
pop90s,POP90-897,戀愛情色,HrSbz0-O1vI,582409,90年代流行曲,粵語,existing,,,
pop90s,POP90-898,感情生活,rL-caCmnSnE,580587,90年代流行曲,粵語,existing,,,
pop90s,POP90-899,存入愛,FfSY29Z7CaI,579326,90年代流行曲,粵語,existing,,,
pop90s,POP90-900,真的假的,OJjyFuxBNjI,577621,90年代流行曲,粵語,existing,,,
pop90s,POP90-901,永遠的戀人,3C904X7UXvw,564686,90年代流行曲,粵語,existing,,,
pop90s,POP90-902,好好愛個女孩,I77xtpQTQas,564644,90年代流行曲,粵語,existing,,,
pop90s,POP90-903,黑夜不再來,W-qXFfmtvXg,562172,90年代流行曲,粵語,existing,,,
pop90s,POP90-904,螢光粉紅,QHdRDQMgZh0,561001,90年代流行曲,粵語,existing,,,
pop90s,POP90-905,深呼吸,AWJ7Mk6qOmo,555302,90年代流行曲,國語,existing,,,
pop90s,POP90-906,別哭小女孩,-VLYL6tTnEM,554084,90年代流行曲,國語,existing,,,
pop90s,POP90-907,開門見山,pw_GY5nJySI,552073,90年代流行曲,國語,existing,,,
pop90s,POP90-908,一步一生,CJWeOlClN5A,551496,90年代流行曲,粵語,existing,,,
pop90s,POP90-909,默默愛你,IalpGhhNtyc,548439,90年代流行曲,粵語,existing,,,
pop90s,POP90-910,火熱的心,H7265c7INdc,546812,90年代流行曲,粵語,existing,,,
pop90s,POP90-911,愛你在每一天,VxIsUbC7-_A,546823,90年代流行曲,粵語,existing,,,
pop90s,POP90-912,愛你讓我勇敢,_gH0NB9WoVk,542636,90年代流行曲,國語,existing,,,
pop90s,POP90-913,真心真意,_SakJ_6MsUM,536715,90年代流行曲,粵語,existing,,,
pop90s,POP90-914,多得他,CxnF3DJ3pJ8,533636,90年代流行曲,粵語,existing,,,
pop90s,POP90-915,相生,o0hSL-HmLlw,532034,90年代流行曲,粵語,existing,,,
pop90s,POP90-916,愛到這樣,5rnAeB4-Hts,528347,90年代流行曲,粵語,existing,,,
pop90s,POP90-917,我甚麼都不是,Ts08Ac0OPPo,526556,90年代流行曲,粵語,existing,,,
pop90s,POP90-918,教我如何不愛他,ssiMRRiLiUk,525490,90年代流行曲,粵語,existing,,,
pop90s,POP90-919,希望,hrfS7tStnk0,524866,90年代流行曲,粵語,existing,,,
pop90s,POP90-920,年輕時代,7Oaw51_bHDY,524551,90年代流行曲,粵語,existing,,,
pop90s,POP90-921,手語,fnXqE3QPgmY,507437,90年代流行曲,粵語,existing,,,
pop90s,POP90-922,愛喲,f6HRSiLKBFE,506844,90年代流行曲,國語,existing,,,
pop90s,POP90-958,陳昇,7f6305MkDsI,55333382,90年代流行曲,國語,existing,,,
pop90s,POP90-959,别怕我伤心,K1JaJnn9xEA,40814643,90年代流行曲,粵語,existing,,,
pop90s,POP90-960,神鵰俠侶,HgqlVxxJcls,29620011,90年代流行曲,國語,existing,,,
pop90s,POP90-961,於心有愧,FTA_tCy6tS8,12844346,90年代流行曲,粵語,existing,,,
pop90s,POP90-962,當,q4aPDcZXjGg,8467616,90年代流行曲,國語,existing,,,
pop90s,POP90-963,相遇太早,QTSus-RTEkY,5719629,90年代流行曲,粵語,existing,,,
pop90s,POP90-964,粵,Eqxv5Q61d_4,5238189,90年代流行曲,粵語,existing,,,
pop90s,POP90-965,悟,pCf36HsDK9s,4913981,90年代流行曲,國語,existing,,,
pop90s,POP90-966,七友,cWQrKUSZJ3c,4880317,90年代流行曲,粵語,existing,,,
pop90s,POP90-967,沒有菸抽的日子,D8v6njZ8M5s,4784362,90年代流行曲,粵語,existing,,,
pop90s,POP90-968,問,-PEEXs_uQ48,4704648,90年代流行曲,粵語,existing,,,
pop90s,POP90-969,谁明浪子心,0ZfYYE8DRSI,4580539,90年代流行曲,粵語,existing,,,
pop90s,POP90-970,傷心,GohB9CAucEs,4395538,90年代流行曲,粵語,existing,,,
pop90s,POP90-971,遥远的她,-1Opdm8BcEY,4374916,90年代流行曲,粵語,existing,,,
pop90s,POP90-972,悶,rllzZICrt_c,4345474,90年代流行曲,粵語,existing,,,
pop90s,POP90-973,千年如一日,_sSQLa4I4cA,3590262,90年代流行曲,粵語,existing,,,
pop90s,POP90-974,一個人的天荒地老,W4TLdMSsU6g,3231324,90年代流行曲,粵語,existing,,,
pop90s,POP90-975,愛一個人好難,-BuVoEMPs-A,3075004,90年代流行曲,粵語,existing,,,
pop90s,POP90-976,龍舌蘭,pB8nwmbPfo4,3004501,90年代流行曲,粵語,existing,,,
pop90s,POP90-977,练习,bK6dVZFhmow,2855534,90年代流行曲,粵語,existing,,,
pop90s,POP90-978,獨家試唱,CFNJwmuOrUs,2764589,90年代流行曲,粵語,existing,,,
pop90s,POP90-979,風！告訴我,mGahTzekm2o,2649663,90年代流行曲,國語,existing,,,
pop90s,POP90-980,真面目,t2LdnHAKaqc,2449228,90年代流行曲,國語,existing,,,
pop90s,POP90-981,之外,8Br0EtgPWa0,2446230,90年代流行曲,粵語,existing,,,
pop90s,POP90-982,第二最愛,IMkdpOXCAMA,2373545,90年代流行曲,粵語,existing,,,
