list,path,number,title,videoId,viewCount,viewCheckedAt,status,category,source
Pop 80s,songlists/pop-80s.json,POP80-772,把自己敲醒,Nehu_GkBics,424547,2026-06-02,removed-under-500k,80年代流行曲,豐華唱片ForwardMusic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-773,愛人同志,5ZWOKKgsx-4,424425,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-774,王夢麟,WztSBN1f95A,422033,2026-06-02,removed-under-500k,80年代流行曲,shichwan / YouTube
Pop 80s,songlists/pop-80s.json,POP80-775,為愛落淚,ew0hHiMcQy8,415842,2026-06-02,removed-under-500k,80年代流行曲,張清芳 Stella / YouTube
Pop 80s,songlists/pop-80s.json,POP80-776,愛到分離仍是愛,SbVuPCf0fhM,411857,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-777,追风的女儿,kdrADQwM7XI,410371,2026-06-02,removed-under-500k,80年代流行曲,as abba / YouTube
Pop 80s,songlists/pop-80s.json,POP80-778,紅塵,Ci8VRc7okGA,404494,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-779,一生不可自決,MZZ45jr40Ek,398969,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-780,曾經滄海,U4lmizcawt4,380956,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-781,雙雁影,I2KnrM1eZ18,379985,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-782,没有人可以像你,I-HH-d6Guik,375778,2026-06-02,removed-under-500k,80年代流行曲,Miss / YouTube
Pop 80s,songlists/pop-80s.json,POP80-783,少女心事,31lROLQYnho,374406,2026-06-02,removed-under-500k,80年代流行曲,華星唱片 Capital Artists Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-784,下雨天,Zoq9asgwmSY,367720,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-785,立體聲,fDF3tnN9RFA,367547,2026-06-02,removed-under-500k,80年代流行曲,100SEKS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-786,数字人生,DnfTQ643apo,366009,2026-06-02,removed-under-500k,80年代流行曲,Music Wonderland / YouTube
Pop 80s,songlists/pop-80s.json,POP80-787,紅蜻蜓,HuIw10vPDqY,352614,2026-06-02,removed-under-500k,80年代流行曲,鬼豔878&中華台灣聯邦(中聯) / YouTube
Pop 80s,songlists/pop-80s.json,POP80-788,因為寂寞,Lq91XeSJ3vg,349743,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-789,橘子紅了,YqsRYoTpy9I,347284,2026-06-02,removed-under-500k,80年代流行曲,Stella Chang / YouTube
Pop 80s,songlists/pop-80s.json,POP80-790,曠野寄情,5dyLmc6bA90,344548,2026-06-02,removed-under-500k,80年代流行曲,ozones / YouTube
Pop 80s,songlists/pop-80s.json,POP80-791,請將手放開,PQVSAPxl23s,339990,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-792,中華民國頌,pdrnYZ--Eyg,339910,2026-06-02,removed-under-500k,80年代流行曲,阿聖音樂 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-793,舊情綿綿,RkfYKRQFg_E,337911,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-794,蝴蝶飛呀,0OX_qd73LGw,337218,2026-06-02,removed-under-500k,80年代流行曲,empireearth1993 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-795,戀戀風塵,3uMdGUHHkN0,334674,2026-06-02,removed-under-500k,80年代流行曲,PriscillaChanVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-796,無言的歌,b0SV7SbSXPg,329902,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-797,天才白痴钱钱钱 许冠杰,k-e9EnC2n8w,328105,2026-06-02,removed-under-500k,80年代流行曲,GM Lyric / YouTube
Pop 80s,songlists/pop-80s.json,POP80-798,黑暗的英雄,bGEcodeMhN8,323980,2026-06-02,removed-under-500k,80年代流行曲,柚子胡椒 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-799,生命中的精靈,jCPwfsRGLqk,321516,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-800,雁行千里,XrGumNwIJpA,319332,2026-06-02,removed-under-500k,80年代流行曲,Specialie4u / YouTube
Pop 80s,songlists/pop-80s.json,POP80-801,如泣如訴,EF9hZze3cIk,319050,2026-06-02,removed-under-500k,80年代流行曲,A Hors / YouTube
Pop 80s,songlists/pop-80s.json,POP80-802,等愛的女人,_uJkLSH3Et4,316213,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-803,情非首爾,n3c-GH1C3fA,315936,2026-06-02,removed-under-500k,80年代流行曲,HackenLeeVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-804,你是我永遠的鄉愁,ttBJAaSRr9M,312872,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-805,寫佇雲頂的名,NWnZDLGA1WE,306748,2026-06-02,removed-under-500k,80年代流行曲,winminfei / YouTube
Pop 80s,songlists/pop-80s.json,POP80-806,問你在哪里,HuxMkbO-aVI,303386,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-807,寂寞流星群,6T0pq5mPTxA,302967,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-808,春宵吟,RdHPdPP1_W8,302143,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-809,不想你也難,4HiRBoWkPkU,301109,2026-06-02,removed-under-500k,80年代流行曲,張清芳 Stella / YouTube
Pop 80s,songlists/pop-80s.json,POP80-810,太极,8LZ6fphetc8,299227,2026-06-02,removed-under-500k,80年代流行曲,cody56011 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-811,一起看月亮,VPpDJh70EQ8,298140,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-812,歌劇魅影,8DSnLg5KJ0g,295950,2026-06-02,removed-under-500k,80年代流行曲,豐華唱片ForwardMusic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-813,舊愛新歡,dKWpyoIR1Uc,293269,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-814,在鹿港小鎮唱鹿港小鎮,ugSDuwGHGyA,290522,2026-06-02,removed-under-500k,80年代流行曲,Fct Lin / YouTube
Pop 80s,songlists/pop-80s.json,POP80-815,獅城舊事,-CBbz4wjVWE,290101,2026-06-02,removed-under-500k,80年代流行曲,Singapore 新加坡  Thomas Giam 嚴平凡 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-816,如今才是唯一,j7zDmQM6LVU,283577,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-817,恨不相逢未嫁時,JlEgf2xsq7E,275297,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-818,你的寶貝,w5Qqh9UEBcI,271982,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-819,姜育恒,o_F6UtZ-kmY,270083,2026-06-02,removed-under-500k,80年代流行曲,tytnsm / YouTube
Pop 80s,songlists/pop-80s.json,POP80-820,溜冰滾族,rUB80pJGdCs,266244,2026-06-02,removed-under-500k,80年代流行曲,AnthonyWong archive / YouTube
Pop 80s,songlists/pop-80s.json,POP80-821,流淚的背影,m2AGFBUPSxQ,263787,2026-06-02,removed-under-500k,80年代流行曲,aunt1 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-822,夢裡都是你,f1dDgnkt4G4,263438,2026-06-02,removed-under-500k,80年代流行曲,豐華唱片ForwardMusic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-823,棚內,3v2E6r7g2eo,259740,2026-06-02,removed-under-500k,80年代流行曲,burabiairi / YouTube
Pop 80s,songlists/pop-80s.json,POP80-824,你是我一輩子的愛,rF3Yqw1TUyI,253358,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-825,总有一天等到你,e5CnGL4GQno,252536,2026-06-02,removed-under-500k,80年代流行曲,GM Lyric / YouTube
Pop 80s,songlists/pop-80s.json,POP80-826,再會吧心上人,7ry1VnCSGrQ,248748,2026-06-02,removed-under-500k,80年代流行曲,ivy lam / YouTube
Pop 80s,songlists/pop-80s.json,POP80-827,芳華盛宴,c3mX0Pujjl0,244544,2026-06-02,removed-under-500k,80年代流行曲,Stella Chang / YouTube
Pop 80s,songlists/pop-80s.json,POP80-828,亲爱的小孩,B1hRSmRZNhk,244102,2026-06-02,removed-under-500k,80年代流行曲,Pandarin / YouTube
Pop 80s,songlists/pop-80s.json,POP80-829,自己的心情自己感受,rVK0pJW8BMM,243450,2026-06-02,removed-under-500k,80年代流行曲,威峰 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-830,花祭,tKACg0mrg1c,240343,2026-06-02,removed-under-500k,80年代流行曲,齊秦經典 Classic Chyi Chin / YouTube
Pop 80s,songlists/pop-80s.json,POP80-831,結他低泣時,ez938A-MRZc,238933,2026-06-02,removed-under-500k,80年代流行曲,Danny Summer - Topic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-832,春天裡,bbwPA5YzvKs,238758,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-833,不想,mn1eOON6mg8,235151,2026-06-02,removed-under-500k,80年代流行曲,陳淑樺 Sarah Chen / YouTube
Pop 80s,songlists/pop-80s.json,POP80-834,最後一封信,4IeaKvgTlPk,233274,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-835,開場白,OV-eHugI7fw,231488,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-836,因為所以,E3LjGbt4EDY,230241,2026-06-02,removed-under-500k,80年代流行曲,利菁官方音樂頻道 Regine's Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-837,夏的季節,7OYba-M-C_o,228911,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-838,黃沙萬里,ngc2wVVCPjY,226400,2026-06-02,removed-under-500k,80年代流行曲,Paula Tsui - Topic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-839,出塞曲,j4W10Qu6d1M,225487,2026-06-02,removed-under-500k,80年代流行曲,張清芳 Stella / YouTube
Pop 80s,songlists/pop-80s.json,POP80-840,煙雨斜陽,_gCUaOQrQv0,225082,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-841,你像個孩子,cqgliiy3X4E,224061,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-842,大作,bVg1cSvW5wo,223251,2026-06-02,removed-under-500k,80年代流行曲,寰亞音樂 Media Asia Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-843,嘆息,3k5rtFFpRug,221906,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-844,小親親,FoBBwp65KMg,221893,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-845,因為愛,37RLGjICZJc,220653,2026-06-02,removed-under-500k,80年代流行曲,旋風音樂 趙傳 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-846,我是一只小小鸟,aPSzUdRRDjg,4382882,2026-06-02,kept,80年代流行曲,江西广播电视台今视频 China Jiangxi Radio Network / YouTube
Pop 80s,songlists/pop-80s.json,POP80-847,世界會變得很美,9wbLbT5zmCc,214513,2026-06-02,removed-under-500k,80年代流行曲,GrasshopperVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-848,日落日出,BBAPhHUb6C0,214037,2026-06-02,removed-under-500k,80年代流行曲,henrylwk / YouTube
Pop 80s,songlists/pop-80s.json,POP80-849,馬桶,RnxjCcTZ_I8,213472,2026-06-02,removed-under-500k,80年代流行曲,cherryc35 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-850,絕不後悔,2AH6j2FImO8,213423,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-851,喜气洋洋,b-41Q7xEyCw,213343,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-852,人生就是戲,fs6SDj8aiTE,204124,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-853,摘星的晚上 1982 4,nPSV89kI_2E,203909,2026-06-02,removed-under-500k,80年代流行曲,anthony yang / YouTube
Pop 80s,songlists/pop-80s.json,POP80-854,我們的家,K08cJbGHf5A,201283,2026-06-02,removed-under-500k,80年代流行曲,通視 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-855,塵緣,UVy1G1b20is,200747,2026-06-02,removed-under-500k,80年代流行曲,Roman Tam / YouTube
Pop 80s,songlists/pop-80s.json,POP80-856,海誓山盟,-xPkK2MATc0,200550,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-857,雙星情歌,HleJGTtpoA8,200179,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-858,惜別歌,Or8RGoUGLms,196918,2026-06-02,removed-under-500k,80年代流行曲,shiraruhi / YouTube
Pop 80s,songlists/pop-80s.json,POP80-859,相思已是不曾閒,ho3vNTcnpyg,196340,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-860,天籟...星河傳說,TLQY3w5zTCU,195965,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-861,說不出的未來2014,CA2RBiqUi1Y,193829,2026-06-02,removed-under-500k,80年代流行曲,universalmusichk / YouTube
Pop 80s,songlists/pop-80s.json,POP80-862,二等良民,va3n13uVynw,193307,2026-06-02,removed-under-500k,80年代流行曲,greenleaves363 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-863,再見悲哀,52JEso5Zpgo,193136,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-864,都市戀歌,IFjAXe997h0,190084,2026-06-02,removed-under-500k,80年代流行曲,637 TWS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-865,為難,Xfa10mUMM5E,189586,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-866,金星秀 160210,YYeH3_8g7eQ,187272,2026-06-02,removed-under-500k,80年代流行曲,又见柳叶青 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-867,你我的約定,n62peMDtNWI,186797,2026-06-02,removed-under-500k,80年代流行曲,姜永年 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-868,願死也為情,KAjV5tyqLzU,185310,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-869,暗戀的代價,z2j4awLP6IM,183016,2026-06-02,removed-under-500k,80年代流行曲,士華師兄 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-870,喜氣洋洋,4V7LXprxh7c,182296,2026-06-02,removed-under-500k,80年代流行曲,PaulaTsuiVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-871,時間帶不走空間,DHtDhX6K7QY,181752,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-872,華語流行歌曲,qxGgc6bW1wE,180527,2026-06-02,removed-under-500k,80年代流行曲,ying ying / YouTube
Pop 80s,songlists/pop-80s.json,POP80-873,红日,saYRzBQcgYw,179510,2026-06-02,removed-under-500k,80年代流行曲,Diêgo Lopes / YouTube
Pop 80s,songlists/pop-80s.json,POP80-874,往昔,o1g1ZMYs_7c,178166,2026-06-02,removed-under-500k,80年代流行曲,Hui Ping Lin - Topic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-875,月光爱人,3s80mKu2O6I,176792,2026-06-02,removed-under-500k,80年代流行曲,腾讯音乐发行 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-876,容顏,GTuSNWJLZWg,170377,2026-06-02,removed-under-500k,80年代流行曲,豐華唱片ForwardMusic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-877,每日懷念你,RRFngP1uHSg,169236,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-878,藍戰士,lsZ3FcHuFzM,168495,2026-06-02,removed-under-500k,80年代流行曲,BlueJeansHKVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-879,歸宿,8m-veLwlH1A,167656,2026-06-02,removed-under-500k,80年代流行曲,Miss / YouTube
Pop 80s,songlists/pop-80s.json,POP80-880,也算是缘份,ACfjO-DQuDM,167520,2026-06-02,removed-under-500k,80年代流行曲,powermao / YouTube
Pop 80s,songlists/pop-80s.json,POP80-881,江上月影,hTCGlZtdWrw,166855,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-882,故乡的云,Wzk7__f_a-Y,165226,2026-06-02,removed-under-500k,80年代流行曲,your moon / YouTube
Pop 80s,songlists/pop-80s.json,POP80-883,首都,6xPDj8C_4Ps,164829,2026-06-02,removed-under-500k,80年代流行曲,Lo Ta-yu - Topic / YouTube
Pop 80s,songlists/pop-80s.json,POP80-884,往事隨風,lAVu2zwnOUs,162340,2026-06-02,removed-under-500k,80年代流行曲,齊秦經典 Classic Chyi Chin / YouTube
Pop 80s,songlists/pop-80s.json,POP80-885,誰可改變,WY8Kn2FY11s,159467,2026-06-02,removed-under-500k,80年代流行曲,AlanTamVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-886,酸辣汤,Jtq8vBIoTXQ,157788,2026-06-02,removed-under-500k,80年代流行曲,JX / YouTube
Pop 80s,songlists/pop-80s.json,POP80-887,我心不死,faVwTnECULo,156804,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-888,鋼鐵的心,-9dnBHJx5TQ,155312,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-889,一生愛,huY-2g0mKpA,154816,2026-06-02,removed-under-500k,80年代流行曲,東亞唱片 East Asia Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-890,春寒,Q64uYlZumME,152683,2026-06-02,removed-under-500k,80年代流行曲,hk choo / YouTube
Pop 80s,songlists/pop-80s.json,POP80-891,錯不在你,T-jmn_ks3Rg,149451,2026-06-02,removed-under-500k,80年代流行曲,張清芳 Stella / YouTube
Pop 80s,songlists/pop-80s.json,POP80-892,人生如夢,BMcIQTHkwio,149116,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-893,絲路,zzv0BMVh-U8,148963,2026-06-02,removed-under-500k,80年代流行曲,齊秦經典 Classic Chyi Chin / YouTube
Pop 80s,songlists/pop-80s.json,POP80-894,十個救火的少年,ALMEyL94738,148700,2026-06-02,removed-under-500k,80年代流行曲,AnthonyWong archive / YouTube
Pop 80s,songlists/pop-80s.json,POP80-895,我會掛念你,NMgLFxppBGE,147117,2026-06-02,removed-under-500k,80年代流行曲,dnns ha / YouTube
Pop 80s,songlists/pop-80s.json,POP80-896,你是我心中雲一朵,TLCKr4qEmnU,145444,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-897,舊愛難了,0cMNNzpHFlo,144889,2026-06-02,removed-under-500k,80年代流行曲,Stella Chang / YouTube
Pop 80s,songlists/pop-80s.json,POP80-898,最後的一班渡輪,ka62s_BMQZI,144756,2026-06-02,removed-under-500k,80年代流行曲,一杯涼水 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-899,天問,VNa-5OEzTug,143251,2026-06-02,removed-under-500k,80年代流行曲,寰亞音樂 Media Asia Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-900,早期,yxzCUaz81-0,143159,2026-06-02,removed-under-500k,80年代流行曲,Michael Chan / YouTube
Pop 80s,songlists/pop-80s.json,POP80-901,花瓣雨,07TG-cttD60,142534,2026-06-02,removed-under-500k,80年代流行曲,UNIVERSAL MUSIC TAIWAN 環球音樂 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-902,紅塵有你,g9TfZPh48H8,142044,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music / YouTube
Pop 80s,songlists/pop-80s.json,POP80-903,愛沒有不對,PNI7smUds7M,141803,2026-06-02,removed-under-500k,80年代流行曲,Tony chow / YouTube
Pop 80s,songlists/pop-80s.json,POP80-904,預備,QF1UEaVOglk,139523,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-905,頂天立地,9aUY28R--CE,138037,2026-06-02,removed-under-500k,80年代流行曲,AW / YouTube
Pop 80s,songlists/pop-80s.json,POP80-906,借根煙,Q7ETE0icww8,137941,2026-06-02,removed-under-500k,80年代流行曲,Chyi Chin齊秦 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-907,九拍,tZO2acl2MV4,137881,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-908,麻雀耍樂,Y8wuU8j6mqo,137197,2026-06-02,removed-under-500k,80年代流行曲,SamHuiVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-909,完全是你,6wLlicdwx-E,135059,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-910,流連,d-MCKh8SKS0,134350,2026-06-02,removed-under-500k,80年代流行曲,Wenyeh. Wang / YouTube
Pop 80s,songlists/pop-80s.json,POP80-911,教壞細路,D-DFOCZ87tE,133470,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-912,相逢何必曾相识,NH0x4vccH24,131611,2026-06-02,removed-under-500k,80年代流行曲,小萌主猪猪 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-913,是誰沉醉,WtD4eg_l5VQ,131286,2026-06-02,removed-under-500k,80年代流行曲,Florence T / YouTube
Pop 80s,songlists/pop-80s.json,POP80-914,危險遊戲,Umr0jKf1xSs,129427,2026-06-02,removed-under-500k,80年代流行曲,juraradio / YouTube
Pop 80s,songlists/pop-80s.json,POP80-915,如夜,ALCxMK15Kfc,128559,2026-06-02,removed-under-500k,80年代流行曲,華星唱片 Capital Artists Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-916,給所有單身女子,rOalC9KjMJA,128274,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-917,友誼太陽,HcymJuCNLKU,127140,2026-06-02,removed-under-500k,80年代流行曲,無敵是甄妮! / YouTube
Pop 80s,songlists/pop-80s.json,POP80-918,繫我心弦,D0_wWoKIxG0,126537,2026-06-02,removed-under-500k,80年代流行曲,Timeless Music Hong Kong天碟 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-919,一樣的月光2008,tu9BdB-zYlo,126075,2026-06-02,removed-under-500k,80年代流行曲,huang dennis / YouTube
Pop 80s,songlists/pop-80s.json,POP80-920,我要跳舞,I-74QFk6nEk,126068,2026-06-02,removed-under-500k,80年代流行曲,寰亞音樂 Media Asia Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-921,去吧,m98H9PrIHz8,125307,2026-06-02,removed-under-500k,80年代流行曲,Kate James / YouTube
Pop 80s,songlists/pop-80s.json,POP80-922,吕方,xQPp7Q8TmRw,125110,2026-06-02,removed-under-500k,80年代流行曲,樂曲人生 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-923,钟镇涛,7nKBJ8ReJk8,124932,2026-06-02,removed-under-500k,80年代流行曲,Videoweyy / YouTube
Pop 80s,songlists/pop-80s.json,POP80-924,時日無多,GbcX9LTJn4A,123240,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-925,今天我非常寂寞,v7_Ym-nvIkE,121960,2026-06-02,removed-under-500k,80年代流行曲,kikoushou40 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-926,春夢留痕,3Z83t8eTRwI,121570,2026-06-02,removed-under-500k,80年代流行曲,忘了!忘不了 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-927,現在以後,NPqb2zp6F4I,120797,2026-06-02,removed-under-500k,80年代流行曲,UNIVERSAL MUSIC TAIWAN 環球音樂 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-928,明日有明天,3gREdk8OZh8,118641,2026-06-02,removed-under-500k,80年代流行曲,PriscillaChanVEVO / YouTube
Pop 80s,songlists/pop-80s.json,POP80-929,煙花非花,tB-Rs8L_vmY,117754,2026-06-02,removed-under-500k,80年代流行曲,寰亞音樂 Media Asia Music Official Channel / YouTube
Pop 80s,songlists/pop-80s.json,POP80-930,情變,EYWbVnGfOh0,117547,2026-06-02,removed-under-500k,80年代流行曲,universalmusichk / YouTube
Pop 80s,songlists/pop-80s.json,POP80-931,祝福你,dgZwwMzBzHA,117507,2026-06-02,removed-under-500k,80年代流行曲,沿途有你 2 / YouTube
Pop 80s,songlists/pop-80s.json,POP80-932,我和你,AIs71sd81_s,117176,2026-06-02,removed-under-500k,80年代流行曲,Alice Siu / YouTube
Pop 80s,songlists/pop-80s.json,POP80-933,噢！莎莉,kMm0-6nvHis,116831,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
Pop 80s,songlists/pop-80s.json,POP80-934,秋涼,hVwsmu4bzro,115715,2026-06-02,removed-under-500k,80年代流行曲,滾石唱片 ROCK RECORDS / YouTube
